,freq
"('식당가', '좋아하다')",1
"('꼬들꼬들', '좋아하다')",1
"('적당하다', '좋아하다')",1
"('개운하다', '좋아하다')",1
"('좋아하다', '콤달콤')",1
"('꼬들꼬들', '추가')",1
"('찿', '추가')",1
"('식당가', '찿')",1
"('입맛', '추가')",1
"('김밥', '항상')",1
"('간도', '꼬들꼬들')",1
"('간도', '주문')",1
"('간도', '적당하다')",1
"('간도', '개운하다')",1
"('간도', '콤달콤')",1
"('간도', '맛있다')",1
"('입맛', '통')",1
"('좋아하다', '추가')",1
"('입맛', '좋아하다')",1
"('입맛', '찿')",1
"('식당가', '입맛')",1
"('꼬들꼬들', '입맛')",1
"('입맛', '적당하다')",1
"('개운하다', '입맛')",1
"('입맛', '콤달콤')",1
"('김밥', '대기')",1
"('꼬들꼬들', '찿')",1
"('겁니다', '스타일')",1
"('개운하다', '보다')",1
"('꼬들꼬들', '자다')",1
"('꼬들꼬들', '맛있다')",1
"('개운하다', '적당하다')",1
"('적당하다', '콤달콤')",1
"('보다', '적당하다')",1
"('자다', '적당하다')",1
"('개운하다', '콤달콤')",1
"('개운하다', '맛있다')",1
"('꼬들꼬들', '콤달콤')",1
"('보다', '콤달콤')",1
"('자다', '콤달콤')",1
"('겁니다', '적당하다')",1
"('겁니다', '먹다')",1
"('가미', '겁니다')",1
"('겁니다', '본인')",1
"('고기', '냉장고')",1
"('꼬들꼬들', '보다')",1
"('개운하다', '꼬들꼬들')",1
"('주문', '찿')",1
"('식당가', '주문')",1
"('적당하다', '찿')",1
"('개운하다', '찿')",1
"('찿', '콤달콤')",1
"('보다', '찿')",1
"('자다', '찿')",1
"('맛있다', '찿')",1
"('꼬들꼬들', '식당가')",1
"('냉장고', '대용')",1
"('꼬들꼬들', '적당하다')",1
"('식당가', '적당하다')",1
"('개운하다', '식당가')",1
"('식당가', '콤달콤')",1
"('보다', '식당가')",1
"('식당가', '자다')",1
"('맛있다', '식당가')",1
"('꼬들꼬들', '주문')",1
"('샹', '짱')",1
"('재', '찌')",1
"('구매', '버리다')",1
"('말다', '재')",1
"('반찬', '울')",1
"('색소', '좋아하다')",1
"('색소', '울')",1
"('색소', '자다')",1
"('맛있다', '색소')",1
"('울', '좋아하다')",1
"('울', '자다')",1
"('맛있다', '울')",1
"('먹다', '쌀때')",1
"('딸', '상태')",1
"('먹다', '쟁')",1
"('상태', '좋아하다')",1
"('상태', '초')",1
"('대기', '먹다')",1
"('좋다', '초')",1
"('주문', '초')",1
"('딸', '초')",1
"('반찬', '색소')",1
"('상큼', '자다')",1
"('상큼', '울')",1
"('아버지', '자다')",1
"('낫다', '울')",1
"('낫다', '자다')",1
"('낫다', '맛있다')",1
"('단무지', '아버지')",1
"('상큼', '아버지')",1
"('색소', '아버지')",1
"('아버지', '울')",1
"('단무지', '상큼')",1
"('상큼', '좋아하다')",1
"('단무지', '반찬')",1
"('단무지', '색소')",1
"('단무지', '좋아하다')",1
"('단무지', '울')",1
"('단무지', '자다')",1
"('반찬', '상큼')",1
"('상큼', '색소')",1
"('딸', '보다')",1
"('딸', '포장')",1
"('좋아하다', '초')",1
"('류', '밥')",1
"('씻다', '오도독')",1
"('씻다', '장아찌')",1
"('보다', '씻다')",1
"('씻다', '역시')",1
"('순삭', '씻다')",1
"('과일', '씻다')",1
"('씻다', '입')",1
"('류', '항상')",1
"('씻다', '이렇다')",1
"('류', '맛있다')",1
"('류', '진짜')",1
"('류', '이렇다')",1
"('류', '편')",1
"('류', '오도독')",1
"('류', '역시')",1
"('류', '순삭')",1
"('씻다', '편')",1
"('씻다', '진짜')",1
"('보다', '초')",1
"('걸', '뮤')",1
"('초', '포장')",1
"('맛있다', '초')",1
"('구입', '좋다')",1
"('몸', '좋다')",1
"('구입', '몸')",1
"('뮤', '주문')",1
"('주문', '후회')",1
"('걸', '후회')",1
"('씻다', '항상')",1
"('뮤', '후회')",1
"('맛있다', '뮤')",1
"('맛있다', '후회')",1
"('류', '먹다')",1
"('과일', '먹다')",1
"('류', '씻다')",1
"('밥', '씻다')",1
"('낫다', '좋아하다')",1
"('낫다', '색소')",1
"('낫다', '반찬')",1
"('잇다', '짜다')",1
"('냉장고', '대기')",1
"('없다', '찌')",1
"('샹', '찌')",1
"('말다', '잇다')",1
"('유라', '잇다')",1
"('수', '잇다')",1
"('다시', '잇다')",1
"('없다', '잇다')",1
"('다시', '찌')",1
"('샹', '잇다')",1
"('말다', '유라')",1
"('말다', '수')",1
"('다시', '말다')",1
"('말다', '짜다')",1
"('말다', '없다')",1
"('말다', '샹')",1
"('짜다', '찌')",1
"('수', '찌')",1
"('맛', '수')",1
"('유라', '해')",1
"('유라', '재')",1
"('수', '재')",1
"('다시', '재')",1
"('재', '짜다')",1
"('샹', '재')",1
"('찌', '해')",1
"('말다', '해')",1
"('수', '해')",1
"('유라', '찌')",1
"('다시', '해')",1
"('짜다', '해')",1
"('없다', '해')",1
"('샹', '해')",1
"('잇다', '찌')",1
"('말다', '찌')",1
"('맛', '찌')",1
"('맛', '유라')",1
"('맛', '샹')",1
"('낫다', '상큼')",1
"('아버지', '첨가')",1
"('대신', '반찬')",1
"('대신', '색소')",1
"('대신', '좋아하다')",1
"('대신', '울')",1
"('대신', '자다')",1
"('대용', '먹다')",1
"('낫다', '첨가')",1
"('단무지', '첨가')",1
"('김밥', '냉장고')",1
"('상큼', '첨가')",1
"('반찬', '첨가')",1
"('색소', '첨가')",1
"('좋아하다', '첨가')",1
"('울', '첨가')",1
"('낫다', '아버지')",1
"('낫다', '단무지')",1
"('대신', '상큼')",1
"('대신', '아버지')",1
"('수', '유라')",1
"('샹', '수')",1
"('다시', '유라')",1
"('유라', '짜다')",1
"('없다', '유라')",1
"('샹', '유라')",1
"('다시', '수')",1
"('수', '짜다')",1
"('수', '없다')",1
"('다시', '짜다')",1
"('낫다', '대신')",1
"('다시', '없다')",1
"('다시', '샹')",1
"('없다', '짜다')",1
"('샹', '짜다')",1
"('샹', '없다')",1
"('보다', '신세계')",1
"('대신', '첨가')",1
"('간도', '식당가')",1
"('간도', '찿')",1
"('간도', '좋아하다')",1
"('간도', '추가')",1
"('의사', '티')",1
"('의사', '인터넷')",1
"('의사', '즐기다')",1
"('나다', '청결하다')",1
"('맛있다', '청결하다')",1
"('청결하다', '티')",1
"('인터넷', '청결하다')",1
"('즐기다', '청결하다')",1
"('나다', '티')",1
"('나다', '인터넷')",1
"('나다', '즐기다')",1
"('맛있다', '티')",1
"('맛있다', '인터넷')",1
"('맛있다', '즐기다')",1
"('인터넷', '티')",1
"('즐기다', '티')",1
"('인터넷', '즐기다')",1
"('나다', '의사')",1
"('의사', '청결하다')",1
"('먹다', '즐기다')",1
"('장아찌', '튀김')",1
"('고기', '라면')",1
"('고기', '튀김')",1
"('고추', '장아찌')",1
"('고추', '라면')",1
"('고추', '맛있다')",1
"('고추', '튀김')",1
"('라면', '장아찌')",1
"('라면', '튀김')",1
"('먹다', '티')",1
"('맛있다', '튀김')",1
"('좋아하다', '집사람')",1
"('구매', '집사람')",1
"('주문', '청결하다')",1
"('주문', '티')",1
"('인터넷', '주문')",1
"('먹다', '청결하다')",1
"('계시다', '싶다')",1
"('드리다', '싶다')",1
"('계시다', '드리다')",1
"('감사하다', '굽다')",1
"('빠르다', '섭섭하다')",1
"('배송', '섭섭하다')",1
"('굽다', '빠지다')",1
"('감사하다', '빠지다')",1
"('빠지다', '장아찌')",1
"('빠르다', '빠지다')",1
"('배송', '빠지다')",1
"('굽다', '장아찌')",1
"('고기', '섭섭하다')",1
"('굽다', '빠르다')",1
"('굽다', '배송')",1
"('감사하다', '고기')",1
"('감사하다', '장아찌')",1
"('양념', '적당하다')",1
"('다양하다', '양념')",1
"('류', '양념')",1
"('섭섭하다', '장아찌')",1
"('감사하다', '섭섭하다')",1
"('계시다', '부모님')",1
"('맛있다', '여전하다')",1
"('계시다', '맛있다')",1
"('궁채', '요즘')",1
"('밥', '요즘')",1
"('반찬', '요즘')",1
"('요즘', '좋아하다')",1
"('여전하다', '제일')",1
"('만', '제일')",1
"('만', '여전하다')",1
"('먹다', '섭섭하다')",1
"('신선하다', '음식')",1
"('빠르다', '음식')",1
"('배송', '음식')",1
"('빠르다', '신선하다')",1
"('배송', '신선하다')",1
"('빠지다', '섭섭하다')",1
"('굽다', '섭섭하다')",1
"('고기', '고추')",1
"('매콤', '튀김')",1
"('라면', '매콤')",1
"('보고', '추가')",1
"('양파', '어울리다')",1
"('매콤', '양파')",1
"('고기', '양파')",1
"('고추', '양파')",1
"('라면', '양파')",1
"('맛있다', '양파')",1
"('양파', '튀김')",1
"('듬', '보고')",1
"('버리다', '양파')",1
"('버리다', '보고')",1
"('보고', '어울리다')",1
"('매콤', '보고')",1
"('고추', '보고')",1
"('라면', '보고')",1
"('보고', '튀김')",1
"('듬', '추가')",1
"('양파', '주문')",1
"('듬', '양파')",1
"('어울리다', '추가')",1
"('듬', '의사')",1
"('밑반찬', '항상')",1
"('구매', '매콤')",1
"('고추', '구매')",1
"('구매', '라면')",1
"('구매', '튀김')",1
"('양파', '의사')",1
"('의사', '추가')",1
"('버리다', '의사')",1
"('양파', '추가')",1
"('어울리다', '의사')",1
"('매콤', '의사')",1
"('고기', '의사')",1
"('고추', '의사')",1
"('라면', '의사')",1
"('의사', '튀김')",1
"('보고', '양파')",1
"('버리다', '추가')",1
"('매콤', '추가')",1
"('매콤', '장아찌')",1
"('주문', '튀김')",1
"('대기', '쌀때')",1
"('라면', '버리다')",1
"('맛있다', '버리다')",1
"('버리다', '튀김')",1
"('매콤', '주문')",1
"('고추', '주문')",1
"('라면', '주문')",1
"('매콤', '어울리다')",1
"('고기', '버리다')",1
"('고기', '어울리다')",1
"('고추', '어울리다')",1
"('어울리다', '장아찌')",1
"('라면', '어울리다')",1
"('어울리다', '튀김')",1
"('고기', '매콤')",1
"('고추', '매콤')",1
"('고추', '버리다')",1
"('매콤', '버리다')",1
"('고기', '추가')",1
"('듬', '어울리다')",1
"('고추', '추가')",1
"('대기', '대용')",1
"('고기', '대기')",1
"('라면', '추가')",1
"('추가', '튀김')",1
"('듬', '버리다')",1
"('듬', '주문')",1
"('듬', '매콤')",1
"('버리다', '어울리다')",1
"('고기', '듬')",1
"('고추', '듬')",1
"('듬', '장아찌')",1
"('듬', '라면')",1
"('듬', '맛있다')",1
"('듬', '튀김')",1
"('버리다', '주문')",1
"('다양하다', '좋다')",1
"('류', '좋다')",1
"('다양하다', '적당하다')",1
"('싶다', '없다')",1
"('꼬들꼬들', '편')",1
"('주문', '편')",1
"('적당하다', '편')",1
"('개운하다', '편')",1
"('콤달콤', '편')",1
"('자다', '편')",1
"('없다', '자주')",1
"('간도', '없다')",1
"('찿', '편')",1
"('없다', '추가')",1
"('없다', '찿')",1
"('식당가', '없다')",1
"('꼬들꼬들', '없다')",1
"('없다', '적당하다')",1
"('없다', '콤달콤')",1
"('자주', '짜지다')",1
"('식당가', '편')",1
"('좋아하다', '편')",1
"('간도', '자주')",1
"('보다', '집')",1
"('입맛', '집')",1
"('집', '찿')",1
"('식당가', '집')",1
"('꼬들꼬들', '집')",1
"('적당하다', '집')",1
"('개운하다', '집')",1
"('집', '콤달콤')",1
"('없다', '편')",1
"('통', '편')",1
"('자주', '편')",1
"('식감', '편')",1
"('짜지다', '편')",1
"('싶다', '편')",1
"('간도', '편')",1
"('입맛', '편')",1
"('추가', '편')",1
"('싶다', '자주')",1
"('입맛', '자주')",1
"('싶다', '집')",1
"('싶다', '통')",1
"('꼬들꼬들', '짜지다')",1
"('개운하다', '짜지다')",1
"('대기', '밑반찬')",1
"('간도', '싶다')",1
"('싶다', '입맛')",1
"('김밥', '대용')",1
"('싶다', '추가')",1
"('싶다', '찿')",1
"('대기', '쟁')",1
"('식당가', '싶다')",1
"('고기', '김밥')",1
"('꼬들꼬들', '싶다')",1
"('싶다', '적당하다')",1
"('개운하다', '싶다')",1
"('싶다', '콤달콤')",1
"('간도', '입맛')",1
"('식당가', '짜지다')",1
"('짜지다', '찿')",1
"('자주', '통')",1
"('식감', '추가')",1
"('자주', '찿')",1
"('식당가', '자주')",1
"('꼬들꼬들', '자주')",1
"('자주', '적당하다')",1
"('개운하다', '자주')",1
"('자주', '콤달콤')",1
"('자다', '자주')",1
"('식감', '통')",1
"('대기', '미리')",1
"('식감', '찿')",1
"('단무지', '대기')",1
"('식감', '식당가')",1
"('꼬들꼬들', '식감')",1
"('개운하다', '식감')",1
"('식감', '콤달콤')",1
"('간도', '짜지다')",1
"('간도', '집')",1
"('집', '편')",1
"('류', '적당하다')",1
"('달콤', '피자')",1
"('스파게티', '식감')",1
"('식감', '잡다')",1
"('먹다', '피자')",1
"('용기', '피자')",1
"('깔끔하다', '피자')",1
"('느끼하다', '피자')",1
"('고기', '피자')",1
"('스파게티', '피자')",1
"('느끼하다', '식감')",1
"('잡다', '피자')",1
"('달콤', '먹다')",1
"('먹다', '잡다')",1
"('깔끔하다', '용기')",1
"('느끼하다', '용기')",1
"('고기', '용기')",1
"('달콤', '용기')",1
"('달콤', '식감')",1
"('식감', '피자')",1
"('용기', '잡다')",1
"('끝', '듯')",1
"('놓다', '대기')",1
"('다양하다', '류')",1
"('다양하다', '장아찌')",1
"('류', '맛')",1
"('돼다', '포장')",1
"('돼다', '자다')",1
"('돼다', '맛있다')",1
"('느낌', '좋다')",1
"('부모님', '좋아하다')",1
"('느낌', '맛있다')",1
"('보내다', '식감')",1
"('드리다', '식감')",1
"('부모님', '식감')",1
"('만족스럽다', '보내다')",1
"('드리다', '만족스럽다')",1
"('믿다', '부모님')",1
"('스파게티', '용기')",1
"('깔끔하다', '느끼하다')",1
"('금방', '자다')",1
"('간도', '금방')",1
"('개운하다', '궁채')",1
"('궁채', '콤달콤')",1
"('금방', '집')",1
"('금방', '편')",1
"('금방', '자주')",1
"('금방', '짜지다')",1
"('금방', '싶다')",1
"('금방', '입맛')",1
"('궁채', '식당가')",1
"('금방', '좋아하다')",1
"('금방', '찿')",1
"('금방', '식당가')",1
"('금방', '꼬들꼬들')",1
"('금방', '적당하다')",1
"('금방', '콤달콤')",1
"('금방', '보다')",1
"('궁채', '꼬들꼬들')",1
"('궁채', '찿')",1
"('깔끔하다', '달콤')",1
"('고기', '잡다')",1
"('깔끔하다', '스파게티')",1
"('깔끔하다', '잡다')",1
"('느끼하다', '달콤')",1
"('느끼하다', '스파게티')",1
"('느끼하다', '잡다')",1
"('고기', '달콤')",1
"('고기', '스파게티')",1
"('대기', '항상')",1
"('궁채', '입맛')",1
"('달콤', '스파게티')",1
"('달콤', '잡다')",1
"('스파게티', '잡다')",1
"('먹다', '찿')",1
"('먹다', '식당가')",1
"('꼬들꼬들', '먹다')",1
"('궁채', '편')",1
"('듯', '재주')",1
"('넉넉하다', '워낙')",1
"('듯', '지다')",1
"('자체', '장아찌')",1
"('버려지다', '자체')",1
"('아깝다', '자체')",1
"('오다', '자체')",1
"('남다', '자체')",1
"('그대로', '자체')",1
"('자체', '청양고추')",1
"('마늘', '자체')",1
"('보다', '자체')",1
"('넣다', '자체')",1
"('슬', '자체')",1
"('맛있다', '자체')",1
"('미치다', '자체')",1
"('라이스', '몇번')",1
"('라이스', '버려지다')",1
"('라이스', '아깝다')",1
"('라이스', '오다')",1
"('몇번', '자체')",1
"('먹다', '자체')",1
"('그대로', '라이스')",1
"('버려지다', '양념')",1
"('배송', '상품')",1
"('구매', '앞')",1
"('맛있다', '앞')",1
"('만', '앞')",1
"('양념', '자체')",1
"('라이스', '양념')",1
"('몇번', '양념')",1
"('아깝다', '양념')",1
"('라이스', '자체')",1
"('양념', '오다')",1
"('남다', '양념')",1
"('그대로', '양념')",1
"('양념', '청양고추')",1
"('마늘', '양념')",1
"('슬', '양념')",1
"('미치다', '양념')",1
"('남다', '라이스')",1
"('라이스', '청양고추')",1
"('마음', '상품')",1
"('마늘', '버려지다')",1
"('몇번', '슬')",1
"('몇번', '미치다')",1
"('버려지다', '아깝다')",1
"('버려지다', '오다')",1
"('남다', '버려지다')",1
"('그대로', '버려지다')",1
"('버려지다', '청양고추')",1
"('버려지다', '장아찌')",1
"('몇번', '장아찌')",1
"('버려지다', '보다')",1
"('버려지다', '슬')",1
"('맛있다', '버려지다')",1
"('미치다', '버려지다')",1
"('아깝다', '오다')",1
"('그대로', '아깝다')",1
"('아깝다', '청양고추')",1
"('몇번', '보다')",1
"('마늘', '몇번')",1
"('라이스', '장아찌')",1
"('넣다', '버려지다')",1
"('라이스', '보다')",1
"('꼬득꼬득', '보다')",1
"('라이스', '미치다')",1
"('먹다', '몇번')",1
"('먹다', '버려지다')",1
"('먹다', '아깝다')",1
"('넣다', '몇번')",1
"('넣다', '오다')",1
"('몇번', '청양고추')",1
"('그대로', '넣다')",1
"('넣다', '미치다')",1
"('몇번', '버려지다')",1
"('몇번', '아깝다')",1
"('몇번', '오다')",1
"('남다', '몇번')",1
"('그대로', '몇번')",1
"('마음', '배송')",1
"('빨', '상품')",1
"('듯', '해')",1
"('가족', '맛')",1
"('감', '굿')",1
"('감', '좋다')",1
"('감', '맛있다')",1
"('굿', '맛있다')",1
"('모이', '좋다')",1
"('가족', '간도')",1
"('가족', '사서')",1
"('가족', '반찬')",1
"('무치다', '빠르다')",1
"('가족', '통')",1
"('가족', '놓다')",1
"('가족', '모이')",1
"('가족', '설')",1
"('가족', '보고')",1
"('간도', '사서')",1
"('간도', '구매')",1
"('보다', '빠르다')",1
"('무치다', '자다')",1
"('간도', '놓다')",1
"('나물', '파란')",1
"('감사하다', '파란')",1
"('감사하다', '아주')",1
"('감사하다', '나물')",1
"('감사하다', '무치다')",1
"('감사하다', '보다')",1
"('큰일', '항상')",1
"('아주', '파란')",1
"('무치다', '파란')",1
"('나물', '빠르다')",1
"('보다', '파란')",1
"('자다', '파란')",1
"('빠르다', '파란')",1
"('나물', '아주')",1
"('빠르다', '아주')",1
"('나물', '무치다')",1
"('나물', '자다')",1
"('간도', '반찬')",1
"('간도', '모이')",1
"('마음', '빨')",1
"('듭니', '빨')",1
"('보고', '통')",1
"('놓다', '모이')",1
"('놓다', '설')",1
"('놓다', '보고')",1
"('모이', '설')",1
"('모이', '보고')",1
"('듭니', '파다')",1
"('듭니', '마음')",1
"('모이', '통')",1
"('듭니', '상품')",1
"('듭니', '배송')",1
"('빨', '파다')",1
"('꼬득꼬득', '짜지다')",1
"('마음', '파다')",1
"('상품', '파다')",1
"('배송', '파다')",1
"('설', '통')",1
"('놓다', '통')",1
"('간도', '설')",1
"('먹다', '큰일')",1
"('간도', '보고')",1
"('맛', '사서')",1
"('반찬', '사서')",1
"('놓다', '사서')",1
"('모이', '사서')",1
"('사서', '설')",1
"('먹다', '모이')",1
"('구매', '놓다')",1
"('모이', '반찬')",1
"('구매', '모이')",1
"('구매', '설')",1
"('꼬득꼬득', '맛있다')",1
"('맛', '통')",1
"('맛', '모이')",1
"('반찬', '통')",1
"('놓다', '반찬')",1
"('마늘', '아깝다')",1
"('보다', '아깝다')",1
"('꼬득꼬득', '장아찌')",1
"('금방', '사다')",1
"('개운하다', '사다')",1
"('금방', '번')",1
"('번', '진짜')",1
"('번', '통')",1
"('고기', '번')",1
"('번', '없다')",1
"('금방', '진짜')",1
"('고기', '통')",1
"('사다', '수가')",1
"('도', '장아찌')",1
"('곁들이다', '좋다')",1
"('곁들이다', '고기')",1
"('꼬득꼬득', '도')",1
"('곁들이다', '딱이다')",1
"('곁들이다', '짜지다')",1
"('먹다', '해드리다')",1
"('개운하다', '번')",1
"('수가', '없다')",1
"('좋아하다', '해드리다')",1
"('고기', '중')",1
"('사다', '사먹다')",1
"('수가', '중')",1
"('개운하다', '중')",1
"('번', '중')",1
"('금방', '중')",1
"('중', '진짜')",1
"('중', '통')",1
"('없다', '중')",1
"('고기', '수가')",1
"('사다', '중')",1
"('먹다', '수가')",1
"('개운하다', '수가')",1
"('번', '수가')",1
"('금방', '수가')",1
"('수가', '진짜')",1
"('수가', '통')",1
"('엄마', '해드리다')",1
"('빙초산', '좋다')",1
"('슬', '아깝다')",1
"('구입', '궁채')",1
"('많다', '포장')",1
"('많다', '물량')",1
"('물량', '포장')",1
"('먹다', '문득')",1
"('먹다', '소화도')",1
"('도', '처음')",1
"('궁채', '양념')",1
"('궁채', '중국산')",1
"('양', '포장')",1
"('궁채', '문득')",1
"('궁채', '돼다')",1
"('궁채', '달')",1
"('궁채', '주먹밥')",1
"('궁채', '소화도')",1
"('궁채', '꼬득꼬득')",1
"('진짜', '통해')",1
"('물량', '양')",1
"('많다', '양')",1
"('빙초산', '제품')",1
"('적다', '좋다')",1
"('만들다', '제품')",1
"('식초', '제품')",1
"('만들다', '빙초산')",1
"('빙초산', '식초')",1
"('빙초산', '아니다')",1
"('만들다', '아니다')",1
"('식초', '아니다')",1
"('양', '좋다')",1
"('깔끔하다', '물량')",1
"('물량', '좋다')",1
"('맛', '적다')",1
"('많다', '적다')",1
"('적다', '포장')",1
"('물량', '적다')",1
"('맛', '양')",1
"('맛', '물량')",1
"('사먹다', '통')",1
"('사먹다', '진짜')",1
"('금방', '사먹다')",1
"('마늘', '보다')",1
"('그대로', '미치다')",1
"('마늘', '청양고추')",1
"('꼬득꼬득', '처음')",1
"('장아찌', '청양고추')",1
"('슬', '청양고추')",1
"('미치다', '청양고추')",1
"('마늘', '장아찌')",1
"('마늘', '미치다')",1
"('그대로', '보다')",1
"('슬', '장아찌')",1
"('보다', '슬')",1
"('미치다', '슬')",1
"('맛있다', '미치다')",1
"('궁채', '똑')",1
"('똑', '오도')",1
"('똑', '장아찌')",1
"('그대로', '슬')",1
"('그대로', '마늘')",1
"('번', '사먹다')",1
"('보다', '오다')",1
"('맛있다', '아깝다')",1
"('미치다', '아깝다')",1
"('남다', '오다')",1
"('그대로', '오다')",1
"('오다', '청양고추')",1
"('마늘', '오다')",1
"('오다', '장아찌')",1
"('슬', '오다')",1
"('그대로', '청양고추')",1
"('미치다', '오다')",1
"('그대로', '남다')",1
"('남다', '청양고추')",1
"('남다', '마늘')",1
"('남다', '보다')",1
"('남다', '슬')",1
"('남다', '미치다')",1
"('똑', '맛있다')",1
"('궁채', '오도')",1
"('오도', '장아찌')",1
"('자다', '판매')",1
"('맛있다', '쉬다')",1
"('배송', '쉬다')",1
"('뜯다', '씰링')",1
"('맛있다', '씰링')",1
"('배송', '씰링')",1
"('뜯다', '맛있다')",1
"('뜯다', '배송')",1
"('맛있다', '판매')",1
"('맛있다', '오도')",1
"('받다', '판매')",1
"('구매', '변하다')",1
"('변하다', '재')",1
"('맛있다', '변하다')",1
"('사먹다', '중')",1
"('사먹다', '수가')",1
"('개운하다', '사먹다')",1
"('뜯다', '쉬다')",1
"('쉬다', '씰링')",1
"('뜯다', '콤달콤')",1
"('씰링', '콤달콤')",1
"('도', '짜지다')",1
"('소고기', '좋다')",1
"('삼겹살', '소고기')",1
"('맛', '소고기')",1
"('맛있다', '소고기')",1
"('꼼꼼하다', '아주')",1
"('꼼꼼하다', '쉬다')",1
"('꼼꼼하다', '씰링')",1
"('꼼꼼하다', '뜯다')",1
"('도', '보다')",1
"('아주', '콤달콤')",1
"('쉬다', '아주')",1
"('씰링', '아주')",1
"('뜯다', '아주')",1
"('쉬다', '콤달콤')",1
"('빠르다', '장')",1
"('자다', '장')",1
"('보다', '장')",1
"('감사', '분과')",1
"('분과', '의전')",1
"('당일', '일주일')",1
"('분', '분과')",1
"('개운하다', '분과')",1
"('분과', '해주다')",1
"('대응', '분과')",1
"('맛', '분과')",1
"('다시', '분과')",1
"('분과', '주문')",1
"('깔끔하다', '분과')",1
"('드리다', '분과')",1
"('그대로', '분과')",1
"('분과', '택배')",1
"('만', '분과')",1
"('분과', '친절하다')",1
"('기사', '주문')",1
"('기사', '분과')",1
"('따뜻하다', '맛있다')",1
"('주문', '해주다')",1
"('따뜻하다', '점')",1
"('달다', '점')",1
"('달다', '야간')",1
"('달다', '진짜')",1
"('달다', '따뜻하다')",1
"('고기', '달다')",1
"('야간', '점')",1
"('점', '진짜')",1
"('고기', '점')",1
"('고기', '따뜻하다')",1
"('당일', '만들다')",1
"('맛있다', '점')",1
"('야간', '진짜')",1
"('따뜻하다', '야간')",1
"('고기', '야간')",1
"('맛있다', '야간')",1
"('따뜻하다', '진짜')",1
"('의전', '주문')",1
"('대응', '주문')",1
"('드리다', '분')",1
"('그대로', '의전')",1
"('의전', '해주다')",1
"('대응', '의전')",1
"('맛', '의전')",1
"('감사', '의전')",1
"('다시', '의전')",1
"('깔끔하다', '의전')",1
"('드리다', '의전')",1
"('의전', '택배')",1
"('분', '의전')",1
"('만', '의전')",1
"('의전', '친절하다')",1
"('분', '해주다')",1
"('대응', '분')",1
"('감사', '분')",1
"('당일', '먹다')",1
"('다시', '분')",1
"('개운하다', '의전')",1
"('기사', '친절하다')",1
"('감사', '주문')",1
"('기사', '해주다')",1
"('그대로', '주문')",1
"('주문', '택배')",1
"('만', '주문')",1
"('주문', '친절하다')",1
"('기사', '의전')",1
"('기사', '분')",1
"('개운하다', '기사')",1
"('기사', '대응')",1
"('기사', '만')",1
"('기사', '맛')",1
"('감사', '기사')",1
"('기사', '다시')",1
"('기사', '깔끔하다')",1
"('기사', '드리다')",1
"('그대로', '기사')",1
"('기사', '택배')",1
"('고기', '해도')",1
"('따뜻하다', '해도')",1
"('진짜', '해도')",1
"('딱이다', '의사')",1
"('감칠맛', '뭔가')",1
"('감칠맛', '맛')",1
"('맛', '뭔가')",1
"('강하다', '뭔가')",1
"('먹다', '시지')",1
"('의사', '입맛')",1
"('시지', '의사')",1
"('시지', '입맛')",1
"('맛', '애매하다')",1
"('딱이다', '입맛')",1
"('딱이다', '시지')",1
"('시지', '짜지다')",1
"('양념', '진하다')",1
"('만들다', '일주일')",1
"('약하다', '양념')",1
"('무', '양념')",1
"('강하다', '애매하다')",1
"('뭔가', '애매하다')",1
"('야간', '해도')",1
"('간', '맞다')",1
"('맞다', '설탕절임')",1
"('간장', '설탕절임')",1
"('아버지', '주문')",1
"('설탕절임', '아니다')",1
"('간', '설탕절임')",1
"('간장', '맞다')",1
"('맞다', '아니다')",1
"('간장', '아니다')",1
"('감칠맛', '애매하다')",1
"('간', '간장')",1
"('간', '아니다')",1
"('독해', '빠르다')",1
"('독해', '맛있다')",1
"('독해', '배송')",1
"('애매하다', '좋다')",1
"('뭔가', '좋다')",1
"('그렇다', '양념')",1
"('간이', '양념')",1
"('꼬들꼬들하다', '양념')",1
"('식감', '점')",1
"('꼬들꼬들하다', '맛')",1
"('간이', '그렇다')",1
"('그렇다', '장아찌')",1
"('그렇다', '꼬들꼬들하다')",1
"('간이', '꼬들꼬들하다')",1
"('꼬들꼬들하다', '장아찌')",1
"('식감', '해도')",1
"('식감', '야간')",1
"('좋다', '진하다')",1
"('따뜻하다', '식감')",1
"('먹다', '해도')",1
"('먹다', '점')",1
"('먹다', '야간')",1
"('따뜻하다', '먹다')",1
"('달다', '해도')",1
"('점', '해도')",1
"('간이', '맛')",1
"('꼬들꼬들하다', '무')",1
"('간이', '무')",1
"('그렇다', '무')",1
"('약하다', '좋다')",1
"('그렇다', '좋다')",1
"('꼬들꼬들하다', '좋다')",1
"('약하다', '진하다')",1
"('무', '진하다')",1
"('맛', '진하다')",1
"('그렇다', '진하다')",1
"('간이', '진하다')",1
"('장아찌', '진하다')",1
"('꼬들꼬들하다', '진하다')",1
"('무', '약하다')",1
"('그렇다', '약하다')",1
"('간이', '약하다')",1
"('약하다', '장아찌')",1
"('꼬들꼬들하다', '약하다')",1
"('깔끔하다', '분')",1
"('그대로', '분')",1
"('무치다', '장')",1
"('씹히다', '장')",1
"('배송', '장')",1
"('배송', '파란')",1
"('나물', '배송')",1
"('무치다', '배송')",1
"('나다', '씹히다')",1
"('맞다', '씹히다')",1
