,freq
"('구매', '맞다')",1
"('구매', '만족하다')",1
"('가성', '구매')",1
"('구매', '덜다')",1
"('달콤', '맛있다')",1
"('구매', '씻다')",1
"('구매', '비')",1
"('아삭거리다', '해봤다')",1
"('맞다', '해봤다')",1
"('가성', '평이')",1
"('맞다', '평이')",1
"('가성', '해봤다')",1
"('아삭거리다', '평이')",1
"('물', '비')",1
"('간이', '평이')",1
"('궁채', '해보다')",1
"('간이', '구매')",1
"('간이', '해봤다')",1
"('간이', '아삭거리다')",1
"('간이', '맞다')",1
"('간이', '만족하다')",1
"('가성', '간이')",1
"('가족', '간이')",1
"('간이', '입맛')",1
"('간이', '덜다')",1
"('간이', '씻다')",1
"('간이', '비')",1
"('간이', '살짝')",1
"('구매', '평이')",1
"('평이', '해봤다')",1
"('만족하다', '해봤다')",1
"('가족', '해봤다')",1
"('부담스럽다', '좋다')",1
"('맞다', '씻다')",1
"('맞다', '살짝')",1
"('맞다', '짜다')",1
"('맛있다', '맞다')",1
"('가성', '만족하다')",1
"('가족', '만족하다')",1
"('만족하다', '입맛')",1
"('덜다', '만족하다')",1
"('만족하다', '씻다')",1
"('만족하다', '비')",1
"('만족하다', '살짝')",1
"('만족하다', '짜다')",1
"('만족하다', '맛있다')",1
"('가성', '가족')",1
"('가성', '입맛')",1
"('가성', '덜다')",1
"('가성', '씻다')",1
"('가성', '살짝')",1
"('맞다', '비')",1
"('덜다', '맞다')",1
"('입맛', '해봤다')",1
"('맞다', '입맛')",1
"('덜다', '해봤다')",1
"('씻다', '해봤다')",1
"('비', '해봤다')",1
"('살짝', '해봤다')",1
"('짜다', '해봤다')",1
"('맞다', '아삭거리다')",1
"('만족하다', '아삭거리다')",1
"('가성', '아삭거리다')",1
"('금방', '이제')",1
"('가족', '아삭거리다')",1
"('아삭거리다', '입맛')",1
"('덜다', '아삭거리다')",1
"('씻다', '아삭거리다')",1
"('비', '아삭거리다')",1
"('만족하다', '맞다')",1
"('가성', '맞다')",1
"('가족', '맞다')",1
"('물', '씻다')",1
"('덜다', '물')",1
"('물', '입맛')",1
"('독', '좋아하다')",1
"('도리', '역시')",1
"('도리', '맛있다')",1
"('먹다', '아프다')",1
"('먹다', '식사')",1
"('구매', '아프다')",1
"('구매', '엄마')",1
"('구매', '없다')",1
"('구매', '담')",1
"('구매', '식사')",1
"('아프다', '입맛')",1
"('아프다', '없다')",1
"('담', '아프다')",1
"('식사', '아프다')",1
"('맛있다', '아프다')",1
"('담', '입맛')",1
"('식사', '입맛')",1
"('독', '짱아찌')",1
"('도리', '맛')",1
"('궁채', '도리')",1
"('가족', '물')",1
"('역시', '지다')",1
"('맛', '순하다')",1
"('부담스럽다', '순하다')",1
"('강하다', '순하다')",1
"('맛', '부담스럽다')",1
"('강하다', '부담스럽다')",1
"('먹다', '부족하다')",1
"('배송', '부족하다')",1
"('맛', '부족하다')",1
"('맛', '받다')",1
"('보다', '부족하다')",1
"('부족하다', '자다')",1
"('맛있다', '부족하다')",1
"('받다', '부족하다')",1
"('받다', '보다')",1
"('궁채', '지다')",1
"('도리', '지다')",1
"('맛', '지다')",1
"('궁채', '누룽지')",1
"('궁채', '독')",1
"('누룽지', '먹다')",1
"('담', '엄마')",1
"('고기', '해보다')",1
"('좋다', '해봤다')",1
"('좋아하다', '해보다')",1
"('덜다', '좋다')",1
"('짱아찌', '해보다')",1
"('씻다', '좋다')",1
"('먹다', '평이')",1
"('독', '해보다')",1
"('가성', '먹다')",1
"('먹다', '비')",1
"('간이', '물')",1
"('물', '평이')",1
"('물', '해봤다')",1
"('물', '아삭거리다')",1
"('맞다', '물')",1
"('만족하다', '물')",1
"('가성', '물')",1
"('굿굿', '밥')",1
"('엄마', '통')",1
"('드리다', '짜지다')",1
"('식사', '없다')",1
"('독', '먹다')",1
"('식사', '엄마')",1
"('구매', '누룽지')",1
"('구매', '짱아찌')",1
"('구매', '독')",1
"('누룽지', '해보다')",1
"('담', '없다')",1
"('담', '식사')",1
"('드리다', '엄마')",1
"('맛있다', '식사')",1
"('엄마', '추천')",1
"('딱이다', '해보다')",1
"('엄마', '재')",1
"('드리다', '진짜')",1
"('엄마', '진짜')",1
"('진짜', '짜지다')",1
"('간', '달다')",1
"('완전', '웬')",1
"('간장', '달다')",1
"('사먹다', '삭함')",1
"('사먹다', '샐러드')",1
"('사먹다', '엄마')",1
"('사먹다', '좋아하다')",1
"('사먹다', '역시')",1
"('먹다', '삭함')",1
"('먹다', '샐러드')",1
"('삭함', '최고')",1
"('궁채', '삭함')",1
"('삭함', '샐러드')",1
"('반찬', '삭함')",1
"('삭함', '집')",1
"('삭함', '엄마')",1
"('삭함', '좋아하다')",1
"('삭함', '장아찌')",1
"('삭함', '역시')",1
"('샐러드', '최고')",1
"('집', '최고')",1
"('사먹다', '최고')",1
"('삼겹살', '재')",1
"('단', '추가')",1
"('구매', '삼겹살')",1
"('궁채', '비빔밥')",1
"('궁채', '단')",1
"('그렇다', '비비다')",1
"('나물', '비비다')",1
"('비비다', '짜다')",1
"('비비다', '비빔밥')",1
"('단', '비비다')",1
"('맛있다', '비비다')",1
"('그렇다', '나물')",1
"('그렇다', '비빔밥')",1
"('그렇다', '단')",1
"('나물', '짜다')",1
"('나물', '비빔밥')",1
"('나물', '단')",1
"('비빔밥', '짜다')",1
"('단', '비빔밥')",1
"('맛있다', '비빔밥')",1
"('엄마', '최고')",1
"('역시', '최고')",1
"('궁채', '샐러드')",1
"('반찬', '샐러드')",1
"('온라인', '좋다')",1
"('기대하다', '좋다')",1
"('고산', '잠')",1
"('잠', '최고')",1
"('무난', '잠')",1
"('산', '잠')",1
"('아삭거리다', '잠')",1
"('동네', '잠')",1
"('맞추다', '잠')",1
"('가격', '잠')",1
"('사보다', '잠')",1
"('오도독', '잠')",1
"('반찬', '잠')",1
"('잠', '처음')",1
"('무르지', '잠')",1
"('가게', '잠')",1
"('아주', '잠')",1
"('들깨', '좋다')",1
"('동생', '좋다')",1
"('가게', '좋다')",1
"('엄마', '집')",1
"('샐러드', '집')",1
"('샐러드', '엄마')",1
"('샐러드', '좋아하다')",1
"('샐러드', '장아찌')",1
"('샐러드', '역시')",1
"('반찬', '엄마')",1
"('반찬', '역시')",1
"('역시', '집')",1
"('무르지', '좋다')",1
"('엄마', '역시')",1
"('고산', '좋다')",1
"('무난', '좋다')",1
"('산', '좋다')",1
"('동네', '좋다')",1
"('맞추다', '좋다')",1
"('사보다', '좋다')",1
"('궁채', '비비다')",1
"('비빔밥', '추가')",1
"('유리', '중')",1
"('늘다', '짱아찌')",1
"('늘다', '먼저')",1
"('나다', '짱아찌')",1
"('나다', '믿다')",1
"('나다', '많다')",1
"('나다', '모듬')",1
"('나다', '먼저')",1
"('믿다', '짱아찌')",1
"('많다', '짱아찌')",1
"('보다', '짱아찌')",1
"('모듬', '짱아찌')",1
"('먼저', '짱아찌')",1
"('많다', '믿다')",1
"('모듬', '믿다')",1
"('먼저', '믿다')",1
"('맛', '모듬')",1
"('맛', '먼저')",1
"('많다', '보다')",1
"('늘다', '모듬')",1
"('나다', '늘다')",1
"('나물', '추가')",1
"('먼저', '사람')",1
"('늘다', '중')",1
"('나다', '중')",1
"('중', '짱아찌')",1
"('믿다', '중')",1
"('맛', '중')",1
"('많다', '중')",1
"('보다', '중')",1
"('모듬', '중')",1
"('먼저', '중')",1
"('사람', '유리')",1
"('유리', '짱아찌')",1
"('모듬', '유리')",1
"('먼저', '유리')",1
"('나다', '사람')",1
"('사람', '짱아찌')",1
"('많다', '사람')",1
"('모듬', '사람')",1
"('많다', '모듬')",1
"('많다', '먼저')",1
"('모듬', '보다')",1
"('먼저', '보다')",1
"('넣다', '추가')",1
"('궁채', '넣다')",1
"('넣다', '비비다')",1
"('그렇다', '넣다')",1
"('나물', '넣다')",1
"('넣다', '짜다')",1
"('넣다', '비빔밥')",1
"('넣다', '단')",1
"('신맛', '추가')",1
"('비비다', '신맛')",1
"('그렇다', '신맛')",1
"('나물', '신맛')",1
"('신맛', '짜다')",1
"('비빔밥', '신맛')",1
"('단', '신맛')",1
"('비비다', '추가')",1
"('그렇다', '추가')",1
"('넣다', '신맛')",1
"('단', '자르다')",1
"('비빔밥', '자르다')",1
"('구매', '나물')",1
"('먼저', '모듬')",1
"('먹다', '비비다')",1
"('먹다', '비빔밥')",1
"('구매', '자르다')",1
"('구매', '신맛')",1
"('구매', '비비다')",1
"('구매', '그렇다')",1
"('구매', '비빔밥')",1
"('자르다', '짜다')",1
"('구매', '단')",1
"('넣다', '자르다')",1
"('신맛', '자르다')",1
"('자르다', '추가')",1
"('비비다', '자르다')",1
"('그렇다', '자르다')",1
"('나물', '자르다')",1
"('동생', '잠')",1
"('들깨', '잠')",1
"('온라인', '잠')",1
"('무치다', '산')",1
"('기대하다', '산')",1
"('맛있다', '산')",1
"('아삭거리다', '초석')",1
"('동네', '초석')",1
"('맞추다', '초석')",1
"('가격', '초석')",1
"('사보다', '초석')",1
"('오도독', '초석')",1
"('반찬', '초석')",1
"('처음', '초석')",1
"('무르지', '초석')",1
"('가게', '초석')",1
"('아주', '초석')",1
"('동생', '초석')",1
"('들깨', '초석')",1
"('온라인', '초석')",1
"('짜다', '초석')",1
"('산', '장아찌')",1
"('산', '짜다')",1
"('잠', '짜다')",1
"('산', '온라인')",1
"('맛있다', '무난')",1
"('산', '초석')",1
"('산', '아삭거리다')",1
"('무', '산')",1
"('동네', '산')",1
"('맞추다', '산')",1
"('가격', '산')",1
"('사보다', '산')",1
"('산', '오도독')",1
"('반찬', '산')",1
"('산', '처음')",1
"('산', '좋아하다')",1
"('무르지', '산')",1
"('가게', '산')",1
"('산', '아주')",1
"('동생', '산')",1
"('들깨', '산')",1
"('무치다', '초석')",1
"('기대하다', '초석')",1
"('무', '아삭거리다')",1
"('동네', '아삭거리다')",1
"('무', '처음')",1
"('무', '무르지')",1
"('가게', '무')",1
"('무', '아주')",1
"('동생', '무')",1
"('들깨', '무')",1
"('무', '온라인')",1
"('무', '짜다')",1
"('무', '무치다')",1
"('기대하다', '무')",1
"('동네', '맞추다')",1
"('가격', '동네')",1
"('동네', '사보다')",1
"('동네', '오도독')",1
"('동네', '반찬')",1
"('동네', '처음')",1
"('동네', '좋아하다')",1
"('무', '반찬')",1
"('무', '오도독')",1
"('무', '사보다')",1
"('무르지', '아삭거리다')",1
"('맞추다', '아삭거리다')",1
"('가격', '아삭거리다')",1
"('사보다', '아삭거리다')",1
"('아삭거리다', '오도독')",1
"('반찬', '아삭거리다')",1
"('아삭거리다', '처음')",1
"('아삭거리다', '좋아하다')",1
"('가게', '아삭거리다')",1
"('가격', '무')",1
"('동생', '아삭거리다')",1
"('들깨', '아삭거리다')",1
"('아삭거리다', '온라인')",1
"('아삭거리다', '장아찌')",1
"('기대하다', '아삭거리다')",1
"('동네', '무')",1
"('맞추다', '무')",1
"('기대하다', '무난')",1
"('무난', '장아찌')",1
"('무난', '무치다')",1
"('처음', '최고')",1
"('고산', '동생')",1
"('고산', '들깨')",1
"('고산', '온라인')",1
"('고산', '짜다')",1
"('고산', '무치다')",1
"('고산', '장아찌')",1
"('고산', '기대하다')",1
"('고산', '맛있다')",1
"('무난', '최고')",1
"('산', '최고')",1
"('초석', '최고')",1
"('아삭거리다', '최고')",1
"('무', '최고')",1
"('동네', '최고')",1
"('맞추다', '최고')",1
"('가격', '최고')",1
"('사보다', '최고')",1
"('고산', '아주')",1
"('가게', '고산')",1
"('고산', '무르지')",1
"('고산', '아삭거리다')",1
"('무치다', '잠')",1
"('기대하다', '잠')",1
"('고산', '최고')",1
"('고산', '궁채')",1
"('고산', '무난')",1
"('고산', '산')",1
"('고산', '초석')",1
"('고산', '무')",1
"('고산', '좋아하다')",1
"('고산', '동네')",1
"('고산', '맞추다')",1
"('가격', '고산')",1
"('고산', '사보다')",1
"('고산', '오도독')",1
"('고산', '반찬')",1
"('고산', '처음')",1
"('오도독', '최고')",1
"('무르지', '최고')",1
"('무난', '짜다')",1
"('가게', '최고')",1
"('무난', '초석')",1
"('무난', '아삭거리다')",1
"('무', '무난')",1
"('동네', '무난')",1
"('맞추다', '무난')",1
"('가격', '무난')",1
"('무난', '사보다')",1
"('무난', '오도독')",1
"('무난', '반찬')",1
"('무난', '처음')",1
"('무난', '좋아하다')",1
"('무난', '무르지')",1
"('가게', '무난')",1
"('무난', '아주')",1
"('동생', '무난')",1
"('들깨', '무난')",1
"('무난', '온라인')",1
"('무난', '산')",1
"('궁채', '온라인')",1
"('궁채', '들깨')",1
"('궁채', '산')",1
"('아주', '최고')",1
"('동생', '최고')",1
"('들깨', '최고')",1
"('온라인', '최고')",1
"('무치다', '최고')",1
"('기대하다', '최고')",1
"('궁채', '무난')",1
"('궁채', '아삭거리다')",1
"('궁채', '동생')",1
"('궁채', '동네')",1
"('궁채', '맞추다')",1
"('가격', '궁채')",1
"('궁채', '사보다')",1
"('궁채', '오도독')",1
"('궁채', '무르지')",1
"('가게', '궁채')",1
"('사람', '중')",1
"('먹다', '먼저')",1
"('가게', '동네')",1
"('상품', '엉망')",1
"('넣다', '채')",1
"('넣다', '아쉽다')",1
"('넣다', '안')",1
"('넣다', '테이프')",1
"('넣다', '포장')",1
"('넣다', '아이스박스')",1
"('넣다', '택배')",1
"('넣다', '문제')",1
"('넣다', '뽁뽁')",1
"('넣다', '부서지다')",1
"('넣다', '상품')",1
"('넣다', '말리다')",1
"('싸다', '채')",1
"('아쉽다', '채')",1
"('안', '채')",1
"('채', '테이프')",1
"('맛', '채')",1
"('말리다', '엉망')",1
"('부서지다', '엉망')",1
"('싸다', '한번')",1
"('아주', '엉망')",1
"('테이프', '한번')",1
"('아이스박스', '한번')",1
"('택배', '한번')",1
"('문제', '한번')",1
"('뽁뽁', '한번')",1
"('부서지다', '한번')",1
"('상품', '한번')",1
"('말리다', '한번')",1
"('엉망', '채')",1
"('싸다', '엉망')",1
"('아쉽다', '엉망')",1
"('안', '엉망')",1
"('맛', '엉망')",1
"('아이스박스', '엉망')",1
"('엉망', '택배')",1
"('문제', '엉망')",1
"('뽁뽁', '엉망')",1
"('채', '포장')",1
"('아이스박스', '채')",1
"('괜찮다', '채')",1
"('채', '택배')",1
"('말리다', '싸다')",1
"('아쉽다', '안')",1
"('아쉽다', '테이프')",1
"('맛', '아쉽다')",1
"('아쉽다', '아이스박스')",1
"('괜찮다', '아쉽다')",1
"('아쉽다', '택배')",1
"('문제', '아쉽다')",1
"('비닐', '아쉽다')",1
"('뽁뽁', '아쉽다')",1
"('부서지다', '아쉽다')",1
"('상품', '아쉽다')",1
"('말리다', '아쉽다')",1
"('안', '테이프')",1
"('맛', '안')",1
"('안', '포장')",1
"('아이스박스', '안')",1
"('상품', '싸다')",1
"('부서지다', '싸다')",1
"('뽁뽁', '싸다')",1
"('싸다', '아쉽다')",1
"('문제', '채')",1
"('비닐', '채')",1
"('뽁뽁', '채')",1
"('아주', '채')",1
"('부서지다', '채')",1
"('상품', '채')",1
"('말리다', '채')",1
"('싸다', '안')",1
"('비닐', '싸다')",1
"('싸다', '테이프')",1
"('맛', '싸다')",1
"('싸다', '포장')",1
"('싸다', '아이스박스')",1
"('괜찮다', '싸다')",1
"('싸다', '택배')",1
"('문제', '싸다')",1
"('안', '한번')",1
"('말리다', '좋다')",1
"('먹다', '모듬')",1
"('까다롭다', '나오다')",1
"('까다롭다', '단말')",1
"('까다롭다', '입')",1
"('나오다', '남편')",1
"('남편', '윤')",1
"('남편', '단말')",1
"('남편', '입')",1
"('나오다', '윤')",1
"('나오다', '단말')",1
"('나오다', '입')",1
"('단말', '윤')",1
"('맛있다', '윤')",1
"('윤', '입')",1
"('단말', '맛있다')",1
"('단말', '입')",1
"('먹음', '앗다')",1
"('고기랑', '앗다')",1
"('냉장고', '좋다')",1
"('까다롭다', '윤')",1
"('까다롭다', '남편')",1
"('부서지다', '좋다')",1
"('입', '찌다')",1
"('없다', '이제')",1
"('자취', '필수')",1
"('이제', '필수')",1
"('이제', '자취')",1
"('맛있다', '자취')",1
"('입맛', '찌다')",1
"('남편', '입맛')",1
"('나오다', '입맛')",1
"('윤', '입맛')",1
"('단말', '입맛')",1
"('입', '입맛')",1
"('까다롭다', '찌다')",1
"('남편', '찌다')",1
"('나오다', '찌다')",1
"('윤', '찌다')",1
"('단말', '찌다')",1
"('맛있다', '찌다')",1
"('냉장고', '두다')",1
"('두다', '밑반찬')",1
"('나물', '씹다')",1
"('부모님', '씹다')",1
"('여요', '진짜')",1
"('재', '진짜')",1
"('믿다', '여요')",1
"('믿다', '재')",1
"('맛', '여요')",1
"('여요', '재')",1
"('거', '입맛')",1
"('거', '없다')",1
"('궁채', '제일')",1
"('맛있다', '매각')",1
"('좋다', '채')",1
"('안', '좋다')",1
"('좋다', '테이프')",1
"('아이스박스', '좋다')",1
"('좋다', '택배')",1
"('문제', '좋다')",1
"('뽁뽁', '좋다')",1
"('믿다', '진짜')",1
"('재', '최고')",1
"('여요', '최고')",1
"('개', '진짜')",1
"('계세', '씹다')",1
"('계세', '좋다')",1
"('계세', '맛')",1
"('계세', '나물')",1
"('계세', '부모님')",1
"('계세', '장아찌')",1
"('계세', '맛있다')",1
"('개', '믿다')",1
"('믿다', '최고')",1
"('개', '여요')",1
"('구매', '최고')",1
"('구매', '진짜')",1
"('구매', '여요')",1
"('주문', '최고')",1
"('여요', '주문')",1
"('먹다', '여요')",1
"('괜찮다', '안')",1
"('안', '택배')",1
"('문제', '안')",1
"('걸', '친구')",1
"('가다', '걸')",1
"('걸', '자다')",1
"('구매', '와우')",1
"('구매', '캠핑')",1
"('가지', '구매')",1
"('구매', '이렇다')",1
"('가다', '구매')",1
"('와우', '캠핑')",1
"('가지', '와우')",1
"('맛', '와우')",1
"('와우', '친구')",1
"('와우', '이렇다')",1
"('가다', '와우')",1
"('와우', '자다')",1
"('가지', '캠핑')",1
"('맛', '캠핑')",1
"('친구', '캠핑')",1
"('걸', '이렇다')",1
"('걸', '맛')",1
"('비닐', '안')",1
"('가지', '걸')",1
"('맛있다', '매력')",1
"('각의', '맛있다')",1
"('처음', '추천')",1
"('걸', '식감')",1
"('식감', '와우')",1
"('식감', '캠핑')",1
"('가지', '식감')",1
"('식감', '친구')",1
"('식감', '이렇다')",1
"('가다', '식감')",1
"('걸', '먹다')",1
"('먹다', '와우')",1
"('먹다', '캠핑')",1
"('가지', '먹다')",1
"('걸', '구매')",1
"('걸', '와우')",1
"('걸', '캠핑')",1
"('이렇다', '캠핑')",1
"('가다', '캠핑')",1
"('자다', '캠핑')",1
"('가지', '맛')",1
"('사장', '최고')",1
"('자다', '최고')",1
"('맛', '사장')",1
"('시댁', '후기')",1
"('시댁', '신분')",1
"('맛있다', '시댁')",1
"('받다', '시댁')",1
"('드리다', '신분')",1
"('드리다', '받다')",1
"('신분', '후기')",1
"('받다', '후기')",1
"('맛있다', '신분')",1
"('받다', '신분')",1
"('무른거', '짜지다')",1
"('감사하다', '안전하다')",1
"('맛있다', '안전하다')",1
"('받다', '안전하다')",1
"('식구', '자다')",1
"('맛', '식구')",1
"('사장', '식구')",1
"('자다', '친구')",1
"('가지', '친구')",1
"('가지', '이렇다')",1
"('가다', '가지')",1
"('가지', '자다')",1
"('맛', '이렇다')",1
"('이렇다', '친구')",1
"('가다', '친구')",1
"('가다', '이렇다')",1
"('궁채', '식구')",1
"('이렇다', '자다')",1
"('가다', '자다')",1
"('엄마', '좋다')",1
"('궁채', '깔끔하다')",1
"('깔끔하다', '엄마')",1
"('깔끔하다', '좋아하다')",1
"('식구', '최고')",1
"('각의', '매력')",1
"('맛있다', '와우')",1
"('각의', '와우')",1
"('괜찮다', '택배')",1
"('맛', '부서지다')",1
"('말리다', '맛')",1
"('아이스박스', '포장')",1
"('택배', '포장')",1
"('문제', '포장')",1
"('비닐', '포장')",1
"('뽁뽁', '포장')",1
"('부서지다', '포장')",1
"('말리다', '포장')",1
"('괜찮다', '아이스박스')",1
"('아이스박스', '택배')",1
"('문제', '아이스박스')",1
"('비닐', '아이스박스')",1
"('뽁뽁', '아이스박스')",1
"('아이스박스', '아주')",1
"('부서지다', '아이스박스')",1
"('상품', '아이스박스')",1
"('맛', '뽁뽁')",1
"('맛', '비닐')",1
"('맛', '문제')",1
"('괜찮다', '테이프')",1
"('뽁뽁', '안')",1
"('아주', '안')",1
"('부서지다', '안')",1
"('상품', '안')",1
"('말리다', '안')",1
"('맛', '테이프')",1
"('아이스박스', '테이프')",1
"('택배', '테이프')",1
"('맛', '아이스박스')",1
"('문제', '테이프')",1
"('비닐', '테이프')",1
"('뽁뽁', '테이프')",1
"('아주', '테이프')",1
"('부서지다', '테이프')",1
"('상품', '테이프')",1
"('말리다', '테이프')",1
"('말리다', '아이스박스')",1
"('괜찮다', '문제')",1
"('매력', '와우')",1
"('괜찮다', '뽁뽁')",1
"('비닐', '상품')",1
"('말리다', '비닐')",1
"('뽁뽁', '아주')",1
"('부서지다', '뽁뽁')",1
"('뽁뽁', '상품')",1
"('말리다', '뽁뽁')",1
"('부서지다', '아주')",1
"('상품', '아주')",1
"('말리다', '아주')",1
"('부서지다', '상품')",1
"('말리다', '부서지다')",1
"('말리다', '상품')",1
"('보이', '포장')",1
"('깔끔하다', '보이')",1
"('맛있다', '보이')",1
"('기적', '의사')",1
"('기적', '맛있다')",1
"('부서지다', '비닐')",1
"('비닐', '아주')",1
"('비닐', '뽁뽁')",1
"('아주', '택배')",1
"('괜찮다', '아주')",1
"('괜찮다', '부서지다')",1
"('괜찮다', '상품')",1
"('괜찮다', '말리다')",1
"('문제', '택배')",1
"('비닐', '택배')",1
"('뽁뽁', '택배')",1
"('부서지다', '택배')",1
"('말리다', '문제')",1
"('상품', '택배')",1
"('말리다', '택배')",1
"('문제', '비닐')",1
"('문제', '뽁뽁')",1
"('문제', '아주')",1
"('문제', '부서지다')",1
"('문제', '상품')",1
"('동네', '무르지')",1
"('동네', '아주')",1
"('없다', '필수')",1
"('가격', '보고')",1
"('대비', '작다')",1
"('고기', '대비')",1
"('대비', '줄다')",1
"('대비', '재')",1
"('대비', '짜지다')",1
"('대비', '맛있다')",1
"('대비', '보고')",1
"('양은', '작다')",1
"('고기', '양은')",1
"('양은', '줄다')",1
"('양은', '재')",1
"('양은', '짜지다')",1
"('맛있다', '양은')",1
"('보고', '양은')",1
"('고기', '작다')",1
"('작다', '줄다')",1
"('작다', '재')",1
"('대비', '양은')",1
"('가격', '짜지다')",1
"('양은', '주문')",1
"('가격', '재')",1
"('주문', '줄다')",1
"('대비', '먹다')",1
"('먹다', '양은')",1
"('먹다', '작다')",1
"('먹다', '줄다')",1
"('대비', '아주')",1
"('아주', '양은')",1
"('아주', '작다')",1
"('고기', '아주')",1
"('아주', '줄다')",1
"('아주', '짜지다')",1
"('보고', '아주')",1
"('가격', '대비')",1
"('가격', '양은')",1
"('가격', '작다')",1
"('가격', '고기')",1
"('가격', '줄다')",1
"('작다', '짜지다')",1
"('맛있다', '작다')",1
"('보고', '작다')",1
"('고기', '줄다')",1
"('배송', '부모님')",1
"('맛있다', '택배')",1
"('여행가', '택배')",1
"('구입', '택배')",1
"('구입', '여행가')",1
"('구경', '주문')",1
"('사서', '주문')",1
"('김밥', '주문')",1
"('작년', '주문')",1
"('주문', '활용')",1
"('자꾸', '주문')",1
"('가을', '주문')",1
"('주먹밥', '주문')",1
"('명함', '주문')",1
"('가다', '주문')",1
"('구경', '먹다')",1
"('구경', '사서')",1
"('부모님', '빠르다')",1
"('두번째', '부모님')",1
"('감사하다', '두번째')",1
"('만족하다', '번창')",1
"('재', '줄다')",1
"('줄다', '짜지다')",1
"('맛있다', '줄다')",1
"('보고', '줄다')",1
"('보고', '재')",1
"('보고', '짜지다')",1
"('괜찮다', '번창')",1
"('괜찮다', '만족하다')",1
"('감사하다', '부모님')",1
"('간편하다', '좋다')",1
"('간편하다', '맛')",1
"('구입', '친정')",1
"('두번째', '친정')",1
"('빠르다', '친정')",1
"('배송', '친정')",1
"('구입', '부모님')",1
"('작다', '주문')",1
"('대비', '주문')",1
"('자다', '처음')",1
"('선물', '평소')",1
"('문해', '보고')",1
"('궁합', '문해')",1
"('문해', '처음')",1
"('느끼하다', '문해')",1
"('고기', '문해')",1
"('문해', '음식')",1
"('문해', '평소')",1
"('문해', '받다')",1
"('궁합', '보고')",1
"('보고', '처음')",1
"('받다', '보고')",1
"('궁합', '처음')",1
"('궁합', '느끼하다')",1
"('궁합', '재주')",1
"('궁합', '음식')",1
"('궁합', '평소')",1
"('궁합', '맛있다')",1
"('받다', '선물')",1
"('선물', '음식')",1
"('가격', '주문')",1
"('선물', '재주')",1
"('자다', '평소')",1
"('굽다', '선물')",1
"('굽다', '문해')",1
"('굽다', '보고')",1
"('굽다', '궁합')",1
"('굽다', '처음')",1
"('굽다', '느끼하다')",1
"('굽다', '재주')",1
"('굽다', '음식')",1
"('굽다', '평소')",1
"('굽다', '받다')",1
"('문해', '선물')",1
"('보고', '선물')",1
"('궁합', '선물')",1
"('선물', '처음')",1
"('느끼하다', '선물')",1
"('고기', '선물')",1
"('궁합', '받다')",1
"('느끼하다', '처음')",1
"('고기', '처음')",1
"('재주', '처음')",1
"('계속', '짜지다')",1
"('달래', '주문')",1
"('궁채', '달래')",1
"('달래', '엄마')",1
"('달래', '장아찌')",1
"('달래', '짜지다')",1
"('달래', '맛있다')",1
"('대비', '좋다')",1
"('양은', '좋다')",1
"('작다', '좋다')",1
"('좋다', '줄다')",1
"('가격', '한번')",1
"('대비', '한번')",1
"('양은', '한번')",1
"('작다', '한번')",1
"('줄다', '한번')",1
"('재', '한번')",1
"('계속', '장아찌')",1
"('계속', '엄마')",1
"('계속', '달래')",1
"('고기', '평소')",1
"('음식', '처음')",1
"('처음', '평소')",1
"('받다', '처음')",1
"('느끼하다', '재주')",1
"('느끼하다', '평소')",1
"('느끼하다', '받다')",1
"('고기', '음식')",1
"('고기', '받다')",1
"('계속', '궁채')",1
"('음식', '재주')",1
"('재주', '평소')",1
"('받다', '재주')",1
"('음식', '평소')",1
"('받다', '음식')",1
"('맛있다', '평소')",1
"('받다', '평소')",1
"('구경', '김밥')",1
"('구경', '작년')",1
"('구경', '활용')",1
"('가다', '주먹밥')",1
"('보고', '주먹밥')",1
"('명함', '오다')",1
"('가다', '명함')",1
"('명함', '찾다')",1
"('명함', '보고')",1
"('오다', '찾다')",1
"('보고', '오다')",1
"('가다', '찾다')",1
"('보고', '찾다')",1
"('담다', '한번')",1
"('파손', '한번')",1
"('뚜껑', '한번')",1
"('용기', '한번')",1
"('야하다', '한번')",1
"('가족', '한번')",1
"('두다', '한번')",1
"('열다', '한번')",1
"('주먹밥', '찾다')",1
"('오다', '주먹밥')",1
"('구경', '자꾸')",1
"('명함', '주먹밥')",1
"('단양', '명함')",1
"('단양', '오다')",1
"('가다', '단양')",1
"('단양', '찾다')",1
"('단양', '보고')",1
"('시장', '주먹밥')",1
"('명함', '시장')",1
"('시장', '오다')",1
"('가다', '시장')",1
"('시장', '찾다')",1
"('보고', '시장')",1
"('넉넉하다', '주먹밥')",1
"('넉넉하다', '명함')",1
"('넉넉하다', '오다')",1
"('가다', '넉넉하다')",1
"('넉넉하다', '찾다')",1
"('넉넉하다', '보고')",1
"('받다', '한번')",1
"('담다', '파손')",1
"('담다', '아주')",1
"('담다', '뚜껑')",1
"('열다', '파손')",1
"('파손', '포장')",1
"('아니다', '파손')",1
"('자다', '파손')",1
"('맛있다', '파손')",1
"('받다', '파손')",1
"('뚜껑', '먹다')",1
"('먹다', '야하다')",1
"('먹다', '아쉽다')",1
"('먹다', '열다')",1
"('뚜껑', '아주')",1
"('아주', '용기')",1
"('아주', '야하다')",1
"('두다', '아주')",1
"('밀폐', '아주')",1
"('아주', '열다')",1
"('아니다', '아주')",1
"('밀폐', '파손')",1
